주유소 지역별 평균 판매가격구분 :    월간,,,,,,,,,,,,,,,,,
기간:     2015년 06월 ~ 2025년 06월,,,,,,,,,,,,,,,,,
기준선택:  지역별,,,,,,,,,,,,,,,,,
지역:  서울   부산   대구   인천   광주   대전   울산   경기   강원   충북   충남   전북   전남   경북   경남   제주   세종 ,,,,,,,,,,,,,,,,,
제품:   보통휘발유 ,,,,,,,,,,,,,,,,,
2015년 06월 ~ 2025년 06월(원/리터)  ,,,,,,,,,,,,,,,,,
구분,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,세종
2018년01월,1645.18,1540.99,1533.19,1558.48,1541.59,1550.6,1539.61,1560.44,1554.79,1550.58,1552.99,1537.98,1538.21,1534.85,1530.57,1616.16,1564.1
2018년02월,1653.64,1554.25,1543.9,1568.68,1554.52,1562.72,1555.06,1571.77,1567.74,1565.44,1568.38,1550.38,1553.58,1547.98,1542.95,1632.39,1579.81
2018년03월,1643.41,1542.05,1533.71,1557.29,1543.12,1555.05,1552.27,1564.02,1565.06,1562.03,1562.73,1544.8,1552.18,1544.6,1535.58,1597.68,1578.3
2018년04월,1641.27,1527.38,1522.67,1549.16,1529.17,1544.67,1544.98,1558.92,1560.39,1557.61,1557.65,1538.18,1548.46,1537.65,1527.88,1589.16,1561.59
2018년05월,1670.44,1561.93,1555.6,1586.76,1559.78,1576.01,1570.54,1590.45,1586.07,1583.8,1582.24,1571.05,1571.22,1563.18,1556.32,1635.43,1581.58
2018년06월,1694.76,1593.31,1588.08,1616.57,1590.6,1603.33,1595.77,1618.59,1616.75,1611.29,1608.28,1599.96,1601.98,1593.81,1586.03,1660.45,1604.15
2018년07월,1695.79,1593.79,1586.94,1615.93,1592.74,1605.45,1598.35,1620.9,1619.29,1615.11,1611.49,1600.4,1605.09,1595.93,1587.85,1648.71,1610.54
2018년08월,1704.46,1600.75,1592.44,1618.98,1599.49,1611.72,1607.59,1628.64,1628.66,1623.98,1618.77,1606.3,1610.27,1602.74,1596.17,1663.42,1621.32
2018년09월,1726.75,1619.64,1610.82,1639.87,1622.34,1635.1,1625.58,1648.27,1643.78,1645.32,1638.09,1627.16,1627.19,1620.43,1613.16,1694.02,1644.01
2018년10월,1765.15,1664.65,1654.15,1685.39,1671.82,1685.43,1671.79,1690.56,1683.47,1690.5,1682.08,1668.95,1669.62,1665.42,1658.93,1734.64,1686.31
2018년11월,1660.28,1564.34,1545.7,1571.08,1568.83,1570.08,1583.22,1586.56,1590.28,1584.71,1587.17,1569.63,1580.87,1572.71,1561.11,1587.81,1598.08
2018년12월,1539.71,1405.51,1390.28,1413.44,1419.01,1415.4,1427.53,1438.64,1453.61,1441.1,1439.88,1416.94,1444.6,1421.06,1403.05,1442.5,1466.77
2019년01월,1467.02,1311.42,1307.24,1341.88,1341.24,1335.97,1329.47,1361.66,1373.93,1359.06,1359.28,1331.97,1353.69,1334.11,1318.2,1389.77,1373.71
2019년02월,1447.85,1315.2,1303.88,1342.97,1329.01,1331.38,1325.97,1352.87,1361.63,1351.23,1350.56,1327.82,1341.4,1327.66,1314.86,1386.31,1361.71
2019년03월,1465.91,1350.3,1337.59,1369.2,1353.24,1368.08,1356.41,1378.94,1376.88,1377.72,1373.29,1360.7,1359.61,1352.84,1346.3,1401.42,1375.78
2019년04월,1519.68,1413.27,1404.95,1429.44,1410.58,1423.07,1417.06,1433.57,1424.28,1429.22,1421.45,1415.58,1409.05,1409.89,1403.42,1471.36,1425.5
2019년05월,1606.72,1500.98,1500.84,1529.83,1497.86,1524.51,1507.77,1528.51,1516.29,1519.77,1515.73,1505.24,1497.89,1504.59,1496.84,1568.35,1513.53
2019년06월,1605.55,1500.3,1493.54,1500.52,1495.53,1508.84,1494.96,1525.13,1529.34,1524.89,1519.86,1501.92,1511.19,1506.07,1499.03,1582.41,1518.49
2019년07월,1585.72,1475.47,1462.32,1482.62,1466.47,1484.18,1464.5,1499.44,1506.77,1498.83,1494.69,1474.64,1485.07,1477.01,1472.41,1549.75,1489.66
2019년08월,1589.33,1476.72,1463.37,1491.56,1469.82,1487.84,1469.27,1502.34,1505.3,1497.63,1493.95,1479.71,1483.93,1477.45,1473.27,1586.58,1489.14
2019년09월,1633.23,1514.94,1498.92,1536.46,1504.01,1531.59,1507.73,1541.68,1533.7,1528.98,1532.23,1509.07,1512.82,1512.53,1507.41,1615.97,1530.17
2019년10월,1634.78,1523.02,1509.57,1542.88,1517.43,1540.59,1516.32,1551.09,1550.09,1541.94,1544.93,1523.94,1525.67,1524.82,1519.88,1622.88,1541.5
2019년11월,1620.79,1515.09,1506.61,1537.81,1515.83,1532.93,1514.85,1544.93,1546.85,1540.29,1540.9,1520.96,1525.04,1521.6,1515.75,1596.01,1532.04
2019년12월,1630.96,1527.78,1522.3,1553.71,1533.05,1551.97,1531.26,1558.01,1553.31,1553.26,1550.71,1543.96,1535.63,1531.29,1527.44,1610.68,1541.78
2020년01월,1645.2,1545.59,1544.7,1573.77,1557.4,1568.32,1555.26,1575.74,1572.4,1573.26,1569.96,1563.79,1558.77,1553.58,1547.44,1641.35,1569.23
2020년02월,1621.28,1515.46,1516.62,1533.96,1532.68,1522.06,1536.36,1550.24,1559.28,1553.86,1548.63,1533.97,1546.26,1535.98,1526.5,1606.03,1537.03
2020년03월,1555.96,1441.52,1423.36,1450.81,1461.46,1427.18,1457.57,1471.66,1492.94,1481.28,1476.45,1453.52,1484.39,1454.05,1449.75,1513.06,1460.35
2020년04월,1415.85,1290.24,1270.59,1304.14,1319.26,1278.59,1311.92,1323.63,1352.35,1338.49,1334.74,1309.15,1345.66,1307.42,1301.97,1355.27,1311.66
2020년05월,1349.36,1231.99,1213.67,1246.67,1247.02,1229.98,1241.9,1259.28,1270.34,1267.58,1262.78,1240.29,1264.7,1238.33,1233.74,1278.69,1244.93
2020년06월,1419.02,1305.88,1295.21,1343.07,1303.87,1324.63,1304.36,1337.4,1327.75,1325.08,1325.78,1307.24,1307.19,1302.16,1301.82,1358.04,1319.66
2020년07월,1453.29,1348.78,1336.83,1363.24,1341.45,1352.55,1344.49,1371.46,1366.05,1363.04,1361.58,1347.73,1348.95,1344.55,1343.48,1373.2,1356.27
2020년08월,1456.56,1351.03,1334.38,1363,1338.65,1347.85,1347.79,1370.26,1370.6,1364.95,1362.18,1347.45,1354.77,1345.4,1344.14,1373.12,1358.33
2020년09월,1445.5,1339.59,1318.88,1344.71,1327.26,1333.15,1340.31,1357.75,1364.88,1359.31,1354.68,1339.96,1351.5,1335.68,1336.07,1412.35,1347.6
2020년10월,1425.29,1315,1298.83,1329.11,1307.3,1311.32,1320.53,1337.84,1348.68,1342.04,1336.42,1319.71,1337.73,1314.34,1317.45,1384.73,1328.75
2020년11월,1408.54,1302.05,1285.51,1312.41,1295.99,1305.98,1303.89,1324.58,1333.1,1325.41,1323.39,1308.82,1322.75,1300.51,1303.88,1372.6,1317.8
2020년12월,1450.21,1354.82,1342.61,1379.87,1352.02,1370.52,1354.76,1376.93,1370.58,1372.91,1368.09,1355.62,1358.57,1349.41,1350.47,1417.5,1361.55
2021년01월,1518.71,1434.06,1425.72,1456.65,1428.78,1439.95,1441.04,1451.14,1434.66,1443.69,1437.01,1430.05,1434.47,1428.6,1426.77,1474.33,1438.72
2021년02월,1546.17,1452.76,1440.32,1467.01,1446.52,1459.8,1457.3,1472.22,1458.3,1465.03,1461.61,1449.25,1455.27,1447.35,1448.77,1533.85,1463.43
2021년03월,1598.88,1507.82,1488.18,1518.6,1497.69,1507.84,1503.91,1521.57,1511.06,1516.85,1511.65,1500.44,1503.12,1495.05,1498.61,1588.83,1512.58
2021년04월,1614.21,1526.09,1510.76,1531.24,1518.01,1523.35,1520.67,1539.22,1536.65,1537.86,1534.82,1525.19,1528.28,1518.42,1520.76,1626.37,1535.3
2021년05월,1623.76,1530.51,1513.51,1539.52,1525.46,1534.63,1524.62,1546.43,1546.7,1545.6,1544.25,1535.42,1535.77,1523.46,1527.57,1605.11,1544.32
2021년06월,1660.54,1562.61,1550.97,1577.73,1568.49,1578.67,1557.78,1584.79,1582.56,1580.18,1580.48,1570.22,1570.86,1561.64,1561.72,1594.9,1583.08
2021년07월,1711.7,1621.01,1608.49,1632.92,1619.14,1627.93,1616.24,1637.01,1633.33,1629.7,1628.27,1618.27,1622.2,1612.92,1614.17,1671.25,1629.75
2021년08월,1729.24,1634.94,1622.81,1645.56,1634.29,1635.94,1631.83,1652.88,1652.97,1647.73,1644.48,1632.96,1641.53,1628.48,1632.49,1697.43,1645.07
2021년09월,1725.37,1630.9,1617.75,1644.65,1630.45,1632.36,1624.64,1648.47,1651.83,1645.68,1643.36,1628.86,1640.97,1625.94,1630.51,1685.21,1642.9
2021년10월,1794.03,1693.59,1691.12,1722.02,1696.15,1717.68,1694.2,1720.45,1718,1716.55,1713.83,1699.71,1702.12,1696.88,1696.18,1758.97,1713.26
2021년11월,1800.08,1708.36,1710.85,1730.46,1727.93,1731.84,1720.14,1744.76,1743.8,1742.68,1742.63,1732.5,1733.88,1724.97,1721.43,1792.08,1733.75
2021년12월,1705.75,1612.08,1615.44,1624.96,1645.13,1628.48,1619.99,1649.13,1660.67,1657.24,1652.43,1640.49,1658.72,1636.61,1633.57,1672.51,1642.59
2022년01월,1705.21,1610.81,1605.29,1623.79,1629.07,1629.56,1616.87,1639.79,1644.77,1644.24,1641.5,1625.09,1640.23,1618.44,1621.17,1680.14,1631.3
2022년02월,1782.07,1684.84,1690.74,1716.17,1701.7,1715.93,1695.82,1722.78,1716.05,1720.06,1716.52,1711.9,1706.67,1702.47,1695.89,1782.85,1710.82
2022년03월,2011.74,1932.87,1927.02,1949.49,1916.46,1951.38,1933.82,1947.8,1927.72,1939.24,1937.99,1920.67,1919.55,1927.53,1925.08,2021.09,1935.61
2022년04월,2036.85,1957.85,1951.61,1957.59,1964.83,1966.94,1956.99,1979.18,1984.95,1985.18,1982.15,1967.66,1983.23,1968.18,1963.78,2009.32,1977.46
2022년05월,2027.54,1945.55,1940.38,1955.83,1956.82,1958.98,1945.4,1971.16,1976.72,1975.79,1972,1963.03,1968.69,1955.87,1952.24,2008.97,1960.99
2022년06월,2151.49,2067,2055.92,2091.4,2056.66,2081.61,2068,2091.17,2091.48,2088.41,2085.73,2072.09,2074.81,2070.26,2072.08,2162.68,2083.76
2022년07월,2082.96,2005.21,1984.05,2004.28,2004.85,2003.97,2009.06,2032.7,2051.18,2040.36,2042.94,2024.81,2043.37,2019.5,2022.93,2027.89,2038.12
2022년08월,1858.73,1765.21,1738.56,1762.54,1768.6,1763.87,1757.09,1794.44,1818.56,1802.07,1803.56,1787.68,1814.56,1775.46,1780.17,1823.53,1797.57
2022년09월,1799.95,1704.03,1678.12,1706.96,1703.9,1716.63,1697.99,1733.2,1748.64,1741.85,1739.48,1724.69,1742.3,1711.39,1718.32,1789.73,1743.81
2022년10월,1737.66,1637.28,1605.57,1638.51,1638.33,1639.71,1646.56,1666.36,1684.92,1676.98,1680.07,1663.69,1682.66,1652.9,1659.87,1704.96,1679.43
2022년11월,1719.71,1626.36,1596.37,1615.83,1625.84,1618,1623.81,1648.76,1669.29,1658.64,1664.84,1648.31,1666.92,1638.15,1644.96,1678.56,1659.96
2022년12월,1648.98,1533.72,1498.61,1529.3,1540.44,1541.63,1528.85,1562.56,1587.65,1581.57,1583.19,1558.42,1588.66,1543.14,1551.57,1574.46,1558.79
2023년01월,1653.08,1536.98,1527.95,1554.7,1551.16,1565.21,1524.83,1568.06,1567.3,1572.06,1568.66,1549.87,1568.83,1544.74,1545.15,1642.61,1557.45
2023년02월,1656.92,1563.05,1548.25,1568.46,1567.24,1574.26,1544.28,1581.36,1585.35,1585.18,1582.89,1565,1582.99,1566.2,1566.91,1634.01,1571.22
2023년03월,1670.41,1577.09,1565.78,1584.77,1582.61,1584.75,1563.42,1594.64,1598.54,1599.06,1598.22,1577.66,1595.22,1578.21,1579.99,1657.06,1586.59
2023년04월,1722.47,1620.9,1614.64,1647.57,1620.91,1644.89,1617.4,1650.92,1640.4,1643.33,1644.94,1631.16,1636.25,1625.41,1622.96,1686.85,1640.57
2023년05월,1702.42,1612.1,1588.23,1612.64,1610.03,1614.21,1603.87,1631.74,1637.33,1638.49,1640.86,1619.45,1636.14,1616.88,1616.51,1648.48,1628.18
2023년06월,1650.65,1566.81,1542.56,1560.28,1567.54,1562.95,1551.6,1578.86,1591.54,1590.66,1593.7,1573.5,1590.97,1568.55,1570.54,1613.07,1582.42
2023년07월,1660.71,1565.73,1556.03,1581.77,1569.23,1573.95,1557.12,1589.54,1593.27,1592.29,1593.12,1582.54,1584.97,1570.59,1568.96,1634.78,1584.38
2023년08월,1797.88,1703.72,1698.17,1732.82,1683.02,1712.51,1708.33,1726.58,1723.24,1717.95,1715.34,1703.78,1700.26,1710.84,1697.55,1750.15,1717.82
2023년09월,1851.02,1754.89,1739.51,1769.46,1742.67,1759.24,1757.12,1775.06,1778.73,1772.52,1771.92,1756.68,1763.9,1758.05,1752.92,1820.23,1773.89
2023년10월,1853.67,1752.25,1725.01,1757,1746.06,1758.94,1753.48,1781.43,1798.14,1789.68,1787.92,1763.67,1781.46,1761.59,1759.51,1800.95,1784.75
2023년11월,1765.59,1660.64,1628.45,1651.75,1652.67,1658.83,1650.81,1683.31,1716.84,1703.7,1700.9,1672.33,1701.95,1666.13,1670.67,1702.3,1683.37
2023년12월,1677.89,1579.39,1549.2,1573.67,1580.04,1572.57,1566.46,1600.9,1623.77,1616.91,1613.47,1593.99,1616.11,1582.71,1589.18,1628.8,1593.51
2024년01월,1643.37,1549.83,1525.07,1550.71,1549.8,1548.97,1541.43,1570.69,1588.21,1581.85,1576.47,1563.93,1580.71,1553.59,1557.21,1598.59,1568.53
2024년02월,1699.49,1601.44,1585.46,1615.29,1596.45,1610.61,1595.92,1619.48,1625.06,1620.19,1614.71,1601.74,1608.65,1600.85,1597.84,1680.29,1613.03
2024년03월,1716.28,1626.35,1608.4,1639.79,1622.39,1630.16,1620.52,1644.33,1647.79,1643.21,1642.22,1627.17,1637.46,1627.23,1623.95,1684.06,1636.13
2024년04월,1762.31,1672.06,1658.55,1692.94,1671.4,1691.52,1664.12,1693.78,1693.73,1696.34,1689.3,1679.23,1682.22,1671.23,1671.47,1757.66,1685.86
2024년05월,1763.77,1671.95,1664.11,1687.26,1684.94,1691.95,1663,1701.46,1714.5,1707.79,1702.96,1692.23,1704.38,1685.16,1684.32,1705.75,1696.38
2024년06월,1718.99,1631.96,1624.17,1637.98,1648.52,1641.71,1626.72,1656.46,1673.27,1668.88,1664.73,1655.01,1672.97,1645.14,1645.74,1682.44,1654.86
2024년07월,1774.36,1693.62,1685.46,1711.54,1690.72,1711.69,1683.58,1712.69,1712.76,1711.28,1705.73,1697.54,1707.32,1695.83,1691,1757.52,1705.75
2024년08월,1751.89,1669.05,1662.35,1692.98,1677.03,1678.25,1659.8,1692.8,1705.08,1696.43,1696.51,1683.13,1701.31,1681.54,1680.81,1713.11,1689.1
2024년09월,1686.26,1602.57,1580.38,1611.92,1601.84,1597.74,1591.92,1620.04,1639.16,1633.39,1636.64,1616.36,1639.23,1609.24,1614.19,1625.85,1622.58
2024년10월,1659.71,1569.45,1554.13,1581.72,1568.89,1577.59,1562.47,1593.21,1603.09,1603.69,1602.06,1586.85,1598.86,1577.27,1580.96,1609.92,1587.6
2024년11월,1697.97,1608.46,1597.46,1623.54,1610.24,1620.95,1600.56,1633.47,1638.18,1637.88,1633.82,1615.15,1628.5,1617.25,1614.18,1674.36,1631.65
2024년12월,1714.1,1641.77,1622.96,1648.96,1637.38,1640.63,1634.97,1657.44,1662.11,1662.62,1657.4,1640.49,1654.73,1647.02,1641.21,1691.59,1655.37
2025년01월,1776.75,1710.9,1682.76,1712.94,1691.84,1701.97,1698.83,1713.31,1715.83,1714.62,1709.8,1691.81,1705.4,1702,1698.28,1743.1,1705.81
2025년02월,1791,1720.76,1700.37,1727.58,1713.82,1714.08,1715.63,1730.23,1741.62,1733.52,1731.02,1710.87,1729.64,1722.86,1715.46,1768.41,1731.24
2025년03월,1747.02,1669.56,1654.48,1666.62,1676.71,1661.47,1664.63,1681.76,1711.75,1700.12,1694.14,1680.36,1704.94,1686.76,1677.71,1751.84,1683.17
2025년04월,1711.84,1619.77,1606.34,1628.05,1629.56,1615.95,1610.06,1640.71,1673.95,1657.8,1652.03,1642.85,1664.88,1639.99,1634.76,1709.51,1642.37
2025년05월,1709.48,1611.86,1596.78,1625.09,1618.22,1618.32,1599.87,1634.49,1659.29,1646.01,1643.27,1631.27,1648.36,1624.83,1623.07,1689,1631.47
2025년06월,1714.58,1627.39,1608.11,1639.4,1626.09,1628,1612.66,1642.36,1654.59,1650.49,1647,1633.8,1644.28,1631.16,1631.26,1697.45,1629.31
